12,800,256,8000,0,1,4,14,34
12,800,256,8000,0,1,4,20,34
12,800,256,8000,0,1,4,16,34
12,800,256,8000,0,1,4,22,34
13,125,512,1000,0,8,20,36,19
14,75,2000,8000,64,1,38,144,75
14,75,2000,16000,64,1,38,144,113
14,75,2000,16000,128,1,38,259,157
16,90,256,1000,0,3,10,17,18
16,105,256,2000,0,3,10,26,20
16,105,1000,4000,0,3,24,32,28
16,105,2000,4000,8,3,19,32,33
16,75,2000,8000,8,3,24,62,47
16,75,3000,8000,8,3,48,64,54
16,175,256,2000,0,3,24,22,20
30,300,768,3000,0,6,24,36,23
30,300,768,3000,6,6,24,44,25
30,300,768,12000,6,6,24,50,52
30,300,768,4500,0,1,24,45,27
30,300,384,12000,6,1,24,53,50
30,300,192,768,6,6,24,36,18
30,180,768,12000,6,1,31,84,53
15,330,1000,3000,0,2,4,16,23
15,300,1000,4000,8,3,64,38,30
15,300,1000,16000,8,2,112,38,73
15,330,1000,2000,0,1,2,16,20
15,330,1000,4000,0,3,6,22,25
15,140,2000,4000,0,3,6,29,28
15,140,2000,4000,0,4,8,40,29
15,140,2000,4000,8,1,20,35,32
15,140,2000,32000,32,1,20,134,175
15,140,2000,8000,32,1,54,66,57
15,140,2000,32000,32,1,54,141,181
15,140,2000,32000,32,1,54,189,181
15,140,2000,4000,8,1,20,22,32
17,57,4000,16000,1,6,12,132,82
17,57,4000,24000,64,12,16,237,171
17,26,16000,32000,64,16,24,465,361
17,26,16000,32000,64,8,24,465,350
17,26,8000,32000,0,8,24,277,220
17,26,8000,16000,0,8,16,185,113
17,480,96,512,0,1,1,6,15
17,203,1000,2000,0,1,5,24,21
17,115,512,6000,16,1,6,45,35
17,1100,512,1500,0,1,1,7,18
17,1100,768,2000,0,1,1,13,20
17,600,768,2000,0,1,1,16,20
17,400,2000,4000,0,1,1,32,28
17,400,4000,8000,0,1,1,32,45
17,900,1000,1000,0,1,2,11,18
17,900,512,1000,0,1,2,11,17
17,900,1000,4000,4,1,2,18,26
17,900,1000,4000,8,1,2,22,28
17,900,2000,4000,0,3,6,37,28
17,225,2000,4000,8,3,6,40,31
17,225,2000,4000,8,3,6,34,31
17,180,2000,8000,8,1,6,50,42
17,185,2000,16000,16,1,6,76,76
17,180,2000,16000,16,1,6,66,76
17,225,1000,4000,2,3,6,24,26
17,25,2000,12000,8,1,4,49,59
17,25,2000,12000,16,3,5,66,65
17,17,4000,16000,8,6,12,100,101
17,17,4000,16000,32,6,12,133,116
17,1500,768,1000,0,0,0,12,18
17,1500,768,2000,0,0,0,18,20
17,800,768,2000,0,0,0,20,20
18,50,2000,4000,0,3,6,27,30
18,50,2000,8000,8,3,6,45,44
18,50,2000,8000,8,1,6,56,44
18,50,2000,16000,24,1,6,70,82
18,50,2000,16000,24,1,6,80,82
18,50,8000,16000,48,1,10,136,128
19,100,1000,8000,0,2,6,16,37
19,100,1000,8000,24,2,6,26,46
19,100,1000,8000,24,3,6,32,46
19,50,2000,16000,12,3,16,45,80
19,50,2000,16000,24,6,16,54,88
19,50,2000,16000,24,6,16,65,88
20,150,512,4000,0,8,128,30,33
21,115,2000,8000,16,1,3,50,46
21,115,2000,4000,2,1,5,40,29
21,92,2000,8000,32,1,6,62,53
21,92,2000,8000,32,1,6,60,53
21,92,2000,8000,4,1,6,50,41
21,75,4000,16000,16,1,6,66,86
21,60,4000,16000,32,1,6,86,95
21,60,2000,16000,64,5,8,74,107
21,60,4000,16000,64,5,8,93,117
21,50,4000,16000,64,5,10,111,119
21,72,4000,16000,64,8,16,143,120
21,72,2000,8000,16,6,8,105,48
21,40,8000,16000,32,8,16,214,126
21,40,8000,32000,64,8,24,277,266
21,35,8000,32000,64,8,24,370,270
21,38,16000,32000,128,16,32,510,426
21,48,4000,24000,32,8,24,214,151
21,38,8000,32000,64,8,24,326,267
21,30,16000,32000,256,16,24,510,603
22,112,1000,1000,0,1,4,8,19
22,84,1000,2000,0,1,6,12,21
22,56,1000,4000,0,1,6,17,26
22,56,2000,6000,0,1,8,21,35
22,56,2000,8000,0,1,8,24,41
22,56,4000,8000,0,1,8,34,47
22,56,4000,12000,0,1,8,42,62
22,56,4000,16000,0,1,8,46,78
22,38,4000,8000,32,16,32,51,80
22,38,4000,8000,32,16,32,116,80
22,38,8000,16000,64,4,8,100,142
22,38,8000,24000,160,4,8,140,281
22,38,4000,16000,128,16,32,212,190
23,200,1000,2000,0,1,2,25,21
23,200,1000,4000,0,1,4,30,25
23,200,2000,8000,64,1,5,41,67
24,250,512,4000,0,1,7,25,24
24,250,512,4000,0,4,7,50,24
24,250,1000,16000,1,1,8,50,64
25,160,512,4000,2,1,5,30,25
25,160,512,2000,2,3,8,32,20
25,160,1000,4000,8,1,14,38,29
25,160,1000,8000,16,1,14,60,43
25,160,2000,8000,32,1,13,109,53
26,240,512,1000,8,1,3,6,19
26,240,512,2000,8,1,5,11,22
26,105,2000,4000,8,3,8,22,31
26,105,2000,6000,16,6,16,33,41
26,105,2000,8000,16,4,14,58,47
26,52,4000,16000,32,4,12,130,99
26,70,4000,12000,8,6,8,75,67
26,59,4000,12000,32,6,12,113,81
26,59,8000,16000,64,12,24,188,149
26,26,8000,24000,32,8,16,173,183
26,26,8000,32000,64,12,16,248,275
26,26,8000,32000,128,24,32,405,382
27,116,2000,8000,32,5,28,70,56
27,50,2000,32000,24,6,26,114,182
27,50,2000,32000,48,26,52,208,227
27,50,2000,32000,112,52,104,307,341
27,50,4000,32000,112,52,104,397,360
27,30,8000,64000,96,12,176,915,919
27,30,8000,64000,128,12,176,1150,978
27,180,262,4000,0,1,3,12,24
27,180,512,4000,0,1,3,14,24
27,180,262,4000,0,1,3,18,24
27,180,512,4000,0,1,3,21,24
27,124,1000,8000,0,1,8,42,37
27,98,1000,8000,32,2,8,46,50
28,125,2000,8000,0,2,14,52,41
29480,512,8000,32,0,0,67,47
29480,1000,4000,0,0,0,45,25
